city,data_level,county_pop,patients_per_1000,facility_class,uninsured_rate,total_patients,expenses_vs_pci_2023,expenses_vs_pci_2021,pci_2023,lat_pop,lng_pop,totaloutpatientvisits,pci_2022,patients_vs_pci_2022,zips_pop,total_uninsured_patients,er_share,expenses_per_capita,inpatient_days_per_patient,year,charges_per_patient,facility_name,facilities_per_100k,totalervisits,lng,num_facilities,total_expenses,patients_vs_pci_2023,patients_vs_pci_2021,facility_id,profit_margin,net_profit_loss,county_fips,totalinpatientdays,expenses_vs_pci_2022,pci_2021,pci_2021_income,pci_2022_income,facility_group,lat,zips,county,pci_2023_income,city_pop
Wildwood Lake,county,Bradley,0,,,9436,0.0,0.0,50014,35.2388,-84.9139,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.8512,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.0893,37323,Bradley,50014,Hopewell
Wildwood Lake,county,Bradley,0,,,9436,0.0,0.0,50014,35.1524,-84.8541,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.8512,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.0893,37323,Bradley,50014,East Cleveland
Wildwood Lake,county,Bradley,0,,,9436,0.0,0.0,50014,35.2862,-84.7611,93509,48065,0.0,37310,,,0,,2021,,,0,0,-84.8512,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.0893,37323,Bradley,50014,Charleston
Wildwood Lake,county,Bradley,0,,,9436,0.0,0.0,50014,35.1088,-84.9853,93509,48065,0.0,37353,,,0,,2021,,,0,0,-84.8512,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.0893,37323,Bradley,50014,McDonald
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.1817,-84.8707,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,Cleveland
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.1096,-84.9097,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,South Cleveland
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.0893,-84.8512,93509,48065,0.0,37323,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,Wildwood Lake
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.2388,-84.9139,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,Hopewell
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.1524,-84.8541,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,East Cleveland
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.2862,-84.7611,93509,48065,0.0,37310,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,Charleston
Hopewell,county,Bradley,0,,,9436,0.0,0.0,50014,35.1088,-84.9853,93509,48065,0.0,37353,,,0,,2021,,,0,0,-84.9139,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2388,37312,Bradley,50014,McDonald
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.1817,-84.8707,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,Cleveland
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.1096,-84.9097,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,South Cleveland
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.0893,-84.8512,93509,48065,0.0,37323,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,Wildwood Lake
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.2388,-84.9139,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,Hopewell
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.1524,-84.8541,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,East Cleveland
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.2862,-84.7611,93509,48065,0.0,37310,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,Charleston
East Cleveland,county,Bradley,0,,,9436,0.0,0.0,50014,35.1088,-84.9853,93509,48065,0.0,37353,,,0,,2021,,,0,0,-84.8541,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1524,37311,Bradley,50014,McDonald
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.1817,-84.8707,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,Cleveland
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.1096,-84.9097,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,South Cleveland
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.0893,-84.8512,93509,48065,0.0,37323,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,Wildwood Lake
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.2388,-84.9139,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,Hopewell
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.1524,-84.8541,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,East Cleveland
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.2862,-84.7611,93509,48065,0.0,37310,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,Charleston
Charleston,county,Bradley,0,,,9436,0.0,0.0,50014,35.1088,-84.9853,93509,48065,0.0,37353,,,0,,2021,,,0,0,-84.7611,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.2862,37310,Bradley,50014,McDonald
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.1817,-84.8707,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,Cleveland
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.1096,-84.9097,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,South Cleveland
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.0893,-84.8512,93509,48065,0.0,37323,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,Wildwood Lake
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.2388,-84.9139,93509,48065,0.0,37312,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,Hopewell
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.1524,-84.8541,93509,48065,0.0,37311,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,East Cleveland
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.2862,-84.7611,93509,48065,0.0,37310,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,Charleston
McDonald,county,Bradley,0,,,9436,0.0,0.0,50014,35.1088,-84.9853,93509,48065,0.0,37353,,,0,,2021,,,0,0,-84.9853,2,0.0,0.0,0.0,,,0.0,47011,48616,0.0,46628,46628,48065,,35.1088,37353,Bradley,50014,McDonald
La Follette,county,Campbell,0,,,1494,0.0,0.0,44694,36.3718,-84.1256,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1256,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3718,37766,Campbell,44694,La Follette
La Follette,county,Campbell,0,,,1494,0.0,0.0,44694,36.3351,-84.1928,54466,43205,0.0,37757,,,0,,2021,,,0,0,-84.1256,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3718,37766,Campbell,44694,Jacksboro
La Follette,county,Campbell,0,,,1494,0.0,0.0,44694,36.3252,-84.2199,54466,43205,0.0,37714,,,0,,2021,,,0,0,-84.1256,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3718,37766,Campbell,44694,Caryville
La Follette,county,Campbell,0,,,1494,0.0,0.0,44694,36.5651,-84.1355,54466,43205,0.0,37847,,,0,,2021,,,0,0,-84.1256,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3718,37766,Campbell,44694,Jellico
La Follette,county,Campbell,0,,,1494,0.0,0.0,44694,36.4038,-84.048,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1256,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3718,37766,Campbell,44694,Fincastle
Jacksboro,county,Campbell,0,,,1494,0.0,0.0,44694,36.3718,-84.1256,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1928,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3351,37757,Campbell,44694,La Follette
Jacksboro,county,Campbell,0,,,1494,0.0,0.0,44694,36.3351,-84.1928,54466,43205,0.0,37757,,,0,,2021,,,0,0,-84.1928,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3351,37757,Campbell,44694,Jacksboro
Jacksboro,county,Campbell,0,,,1494,0.0,0.0,44694,36.3252,-84.2199,54466,43205,0.0,37714,,,0,,2021,,,0,0,-84.1928,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3351,37757,Campbell,44694,Caryville
Jacksboro,county,Campbell,0,,,1494,0.0,0.0,44694,36.5651,-84.1355,54466,43205,0.0,37847,,,0,,2021,,,0,0,-84.1928,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3351,37757,Campbell,44694,Jellico
Jacksboro,county,Campbell,0,,,1494,0.0,0.0,44694,36.4038,-84.048,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1928,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3351,37757,Campbell,44694,Fincastle
Caryville,county,Campbell,0,,,1494,0.0,0.0,44694,36.3718,-84.1256,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.2199,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3252,37714,Campbell,44694,La Follette
Caryville,county,Campbell,0,,,1494,0.0,0.0,44694,36.3351,-84.1928,54466,43205,0.0,37757,,,0,,2021,,,0,0,-84.2199,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3252,37714,Campbell,44694,Jacksboro
Caryville,county,Campbell,0,,,1494,0.0,0.0,44694,36.3252,-84.2199,54466,43205,0.0,37714,,,0,,2021,,,0,0,-84.2199,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3252,37714,Campbell,44694,Caryville
Caryville,county,Campbell,0,,,1494,0.0,0.0,44694,36.5651,-84.1355,54466,43205,0.0,37847,,,0,,2021,,,0,0,-84.2199,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3252,37714,Campbell,44694,Jellico
Caryville,county,Campbell,0,,,1494,0.0,0.0,44694,36.4038,-84.048,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.2199,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.3252,37714,Campbell,44694,Fincastle
Jellico,county,Campbell,0,,,1494,0.0,0.0,44694,36.3718,-84.1256,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1355,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.5651,37847,Campbell,44694,La Follette
Jellico,county,Campbell,0,,,1494,0.0,0.0,44694,36.3351,-84.1928,54466,43205,0.0,37757,,,0,,2021,,,0,0,-84.1355,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.5651,37847,Campbell,44694,Jacksboro
Jellico,county,Campbell,0,,,1494,0.0,0.0,44694,36.3252,-84.2199,54466,43205,0.0,37714,,,0,,2021,,,0,0,-84.1355,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.5651,37847,Campbell,44694,Caryville
Jellico,county,Campbell,0,,,1494,0.0,0.0,44694,36.5651,-84.1355,54466,43205,0.0,37847,,,0,,2021,,,0,0,-84.1355,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.5651,37847,Campbell,44694,Jellico
Jellico,county,Campbell,0,,,1494,0.0,0.0,44694,36.4038,-84.048,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.1355,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.5651,37847,Campbell,44694,Fincastle
Fincastle,county,Campbell,0,,,1494,0.0,0.0,44694,36.3718,-84.1256,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.048,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.4038,37766,Campbell,44694,La Follette
Fincastle,county,Campbell,0,,,1494,0.0,0.0,44694,36.3351,-84.1928,54466,43205,0.0,37757,,,0,,2021,,,0,0,-84.048,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.4038,37766,Campbell,44694,Jacksboro
Fincastle,county,Campbell,0,,,1494,0.0,0.0,44694,36.3252,-84.2199,54466,43205,0.0,37714,,,0,,2021,,,0,0,-84.048,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.4038,37766,Campbell,44694,Caryville
Fincastle,county,Campbell,0,,,1494,0.0,0.0,44694,36.5651,-84.1355,54466,43205,0.0,37847,,,0,,2021,,,0,0,-84.048,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.4038,37766,Campbell,44694,Jellico
Fincastle,county,Campbell,0,,,1494,0.0,0.0,44694,36.4038,-84.048,54466,43205,0.0,37766,,,0,,2021,,,0,0,-84.048,1,0.0,0.0,0.0,,,0.0,47013,11401,0.0,42634,42634,43205,,36.4038,37766,Campbell,44694,Fincastle
Woodbury,county,Cannon,0,,,809,0.0,0.0,48732,35.8247,-86.0723,5799,46695,0.0,37190,,,0,,2021,,,0,0,-86.0723,1,0.0,0.0,0.0,,,0.0,47015,4763,0.0,44247,44247,46695,,35.8247,37190,Cannon,48732,Woodbury
Woodbury,county,Cannon,0,,,809,0.0,0.0,48732,35.9511,-86.0969,5799,46695,0.0,37016,,,0,,2021,,,0,0,-86.0723,1,0.0,0.0,0.0,,,0.0,47015,4763,0.0,44247,44247,46695,,35.8247,37190,Cannon,48732,Auburntown
Auburntown,county,Cannon,0,,,809,0.0,0.0,48732,35.8247,-86.0723,5799,46695,0.0,37190,,,0,,2021,,,0,0,-86.0969,1,0.0,0.0,0.0,,,0.0,47015,4763,0.0,44247,44247,46695,,35.9511,37016,Cannon,48732,Woodbury
Auburntown,county,Cannon,0,,,809,0.0,0.0,48732,35.9511,-86.0969,5799,46695,0.0,37016,,,0,,2021,,,0,0,-86.0969,1,0.0,0.0,0.0,,,0.0,47015,4763,0.0,44247,44247,46695,,35.9511,37016,Cannon,48732,Auburntown
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,36.1372,-88.5077,42112,42468,0.0,38201,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,McKenzie
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,36.0052,-88.4181,42112,42468,0.0,38344,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Huntingdon
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,36.0349,-88.2466,42112,42468,0.0,38317,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Bruceton
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,35.9747,-88.6689,42112,42468,0.0,38220,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Atwood
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,36.011,-88.6206,42112,42468,0.0,38258,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Trezevant
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,35.8705,-88.3937,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Clarksburg
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,36.0355,-88.274,42112,42468,0.0,38342,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Hollow Rock
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,35.9863,-88.58,42112,42468,0.0,38235,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,McLemoresville
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,35.8508,-88.6527,42112,42468,0.0,38348,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Lavinia
McKenzie,county,Carroll,0,,,1201,0.0,0.0,44182,35.8438,-88.3372,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.5077,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.1372,38201,Carroll,44182,Yuma
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,36.1372,-88.5077,42112,42468,0.0,38201,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,McKenzie
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,36.0052,-88.4181,42112,42468,0.0,38344,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Huntingdon
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,36.0349,-88.2466,42112,42468,0.0,38317,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Bruceton
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,35.9747,-88.6689,42112,42468,0.0,38220,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Atwood
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,36.011,-88.6206,42112,42468,0.0,38258,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Trezevant
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,35.8705,-88.3937,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Clarksburg
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,36.0355,-88.274,42112,42468,0.0,38342,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Hollow Rock
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,35.9863,-88.58,42112,42468,0.0,38235,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,McLemoresville
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,35.8508,-88.6527,42112,42468,0.0,38348,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Lavinia
Huntingdon,county,Carroll,0,,,1201,0.0,0.0,44182,35.8438,-88.3372,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.4181,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0052,38344,Carroll,44182,Yuma
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,36.1372,-88.5077,42112,42468,0.0,38201,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,McKenzie
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,36.0052,-88.4181,42112,42468,0.0,38344,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Huntingdon
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,36.0349,-88.2466,42112,42468,0.0,38317,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Bruceton
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,35.9747,-88.6689,42112,42468,0.0,38220,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Atwood
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,36.011,-88.6206,42112,42468,0.0,38258,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Trezevant
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,35.8705,-88.3937,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Clarksburg
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,36.0355,-88.274,42112,42468,0.0,38342,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Hollow Rock
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,35.9863,-88.58,42112,42468,0.0,38235,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,McLemoresville
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,35.8508,-88.6527,42112,42468,0.0,38348,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Lavinia
Bruceton,county,Carroll,0,,,1201,0.0,0.0,44182,35.8438,-88.3372,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.2466,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,36.0349,38317,Carroll,44182,Yuma
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,36.1372,-88.5077,42112,42468,0.0,38201,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,McKenzie
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,36.0052,-88.4181,42112,42468,0.0,38344,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Huntingdon
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,36.0349,-88.2466,42112,42468,0.0,38317,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Bruceton
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,35.9747,-88.6689,42112,42468,0.0,38220,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Atwood
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,36.011,-88.6206,42112,42468,0.0,38258,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Trezevant
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,35.8705,-88.3937,42112,42468,0.0,38390,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Clarksburg
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,36.0355,-88.274,42112,42468,0.0,38342,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Hollow Rock
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,35.9863,-88.58,42112,42468,0.0,38235,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,McLemoresville
Atwood,county,Carroll,0,,,1201,0.0,0.0,44182,35.8508,-88.6527,42112,42468,0.0,38348,,,0,,2021,,,0,0,-88.6689,1,0.0,0.0,0.0,,,0.0,47017,7186,0.0,42458,42458,42468,,35.9747,38220,Carroll,44182,Lavinia
